user_id;condition;image_id;image_type;tag;rater_1;rater_2;mean_ratings
48;1;2;0;ruhig;2;2;2,0
48;1;2;0;verträumt;2;2;2,0
48;1;3;0;interessiert;3;3;3,0
48;1;3;0;unruhig;3;3;3,0
48;1;4;1;entspannt;3;3;3,0
48;1;4;1;romantisch;2;2;2,0
48;1;5;1;entspannend;3;3;3,0
48;1;5;1;ruhig;3;3;3,0
48;1;6;1;abstrakt;1;1;1,0
48;1;6;1;chaos;3;3;3,0
48;1;6;1;wirrwarr;2;2;2,0
48;1;7;1;verliebt;3;3;3,0
48;1;7;1;zweisamkeit;2;2;2,0
48;1;8;1;diffus;3;3;3,0
48;1;8;1;nichtinteressiert;2;3;2,5
48;1;8;1;unruhig;3;3;3,0
48;1;9;1;romantisch;2;2;2,0
48;1;10;1;herbstlich;3;3;3,0
48;1;10;1;romantisch;2;2;2,0
48;1;10;1;verliebt;3;3;3,0
48;1;10;1;warm;3;3;3,0
48;1;11;1;offen;1;1;1,0
48;1;11;1;ruhig;3;3;3,0
48;1;12;1;exotisch;3;2;2,5
48;1;12;1;gestellt;2;2;2,0
48;1;12;1;lebhaft;3;3;3,0
48;1;13;1;gefährlich;3;3;3,0
48;1;13;1;heiß;3;3;3,0
48;1;13;1;schemenhaft;2;2;2,0
48;1;14;1;kalt;2;2;2,0
48;1;14;1;unsortiert;2;2;2,0
48;1;15;1;allein;3;3;3,0
48;1;15;1;kalt;2;2;2,0
48;1;15;1;trist;3;3;3,0
48;1;16;1;künstlich;3;2;2,5
48;1;16;1;verwirrt;3;3;3,0
48;1;17;1;erholsam;3;3;3,0
48;1;17;1;frei;3;3;3,0
48;1;17;1;romantisch;2;2;2,0
48;1;18;1;lecker;2;2;2,0
48;1;18;1;süss;2;2;2,0
51;3;1;0;entspannend;3;3;3,0
51;3;1;0;entspannend;3;3;3,0
51;3;1;0;erfreulich;3;3;3,0
51;3;1;0;goldig;2;2;2,0
51;3;1;0;goldig;2;2;2,0
51;3;1;0;hell;3;3;3,0
51;3;1;0;ruhe;3;3;3,0
51;3;1;0;ruhe;3;3;3,0
51;3;1;0;ruhig;3;3;3,0
51;3;1;0;schön;2;2;2,0
51;3;1;0;schön;2;2;2,0
51;3;2;0;beruhigend;3;3;3,0
51;3;2;0;freude;3;3;3,0
51;3;2;0;glücklich;2;2;2,0
51;3;2;0;romantisch;2;2;2,0
51;3;2;0;zufriedenheit;3;3;3,0
51;3;3;0;abstrakt;2;2;2,0
51;3;3;0;alt;2;2;2,0
51;3;3;0;dreckig;2;2;2,0
51;3;3;0;dunkel;2;2;2,0
51;3;3;0;düster;3;3;3,0
51;3;4;1;beruhigend;3;3;3,0
51;3;4;1;farbig;2;2;2,0
51;3;4;1;hell;3;2;2,5
51;3;4;1;kantig;2;2;2,0
51;3;4;1;meer;2;2;2,0
51;3;4;1;ruhig;3;3;3,0
51;3;4;1;träumerisch;3;3;3,0
51;3;5;1;düster;3;3;3,0
51;3;5;1;einsam;3;3;3,0
51;3;5;1;entspanntheit;3;3;3,0
51;3;5;1;herbstlich;3;3;3,0
51;3;5;1;ruhe;3;3;3,0
51;3;6;1;abstrakt;1;1;1,0
51;3;6;1;chaotisch;3;3;3,0
51;3;6;1;grün;2;2;2,0
51;3;6;1;rund;2;2;2,0
51;3;6;1;zellen;2;2;2,0
51;3;7;1;entspannung;3;3;3,0
51;3;7;1;grün;2;2;2,0
51;3;7;1;herbstlich;3;3;3,0
51;3;7;1;liebe;3;3;3,0
51;3;7;1;romantisch;3;3;3,0
51;3;7;1;ruhig;3;3;3,0
51;3;8;1;nass;2;2;2,0
51;3;8;1;regnersich;3;3;3,0
51;3;8;1;traurig;3;3;3,0
51;3;8;1;unruhig;3;3;3,0
51;3;9;1;farbig;2;2;2,0
51;3;9;1;hell;3;3;3,0
51;3;9;1;herbstlich;3;3;3,0
51;3;9;1;leuchtend;2;2;2,0
51;3;9;1;regen;2;2;2,0
51;3;9;1;romantisch;2;2;2,0
51;3;9;1;ruhig;3;3;3,0
51;3;9;1;verschwommen;2;2;2,0
51;3;10;1;düster;3;3;3,0
51;3;10;1;farblich;2;2;2,0
51;3;10;1;herbstlich;3;3;3,0
51;3;10;1;romantisch;2;2;2,0
51;3;11;1;außenseiter;2;2;2,0
51;3;11;1;blau;2;2;2,0
51;3;11;1;hell;3;2;2,5
51;3;11;1;kurvig;2;2;2,0
51;3;11;1;meer;2;2;2,0
51;3;11;1;unruhe;3;3;3,0
51;3;11;1;wellig;2;2;2,0
51;3;12;1;abstrakt;2;2;2,0
51;3;12;1;asiatisch;2;2;2,0
51;3;12;1;dunkel;3;3;3,0
51;3;12;1;elegant;3;2;2,5
51;3;12;1;unvollständig;2;2;2,0
51;3;13;1;dünen;2;2;2,0
51;3;13;1;einsam;3;3;3,0
51;3;13;1;heiß;3;3;3,0
51;3;13;1;traurig;3;3;3,0
51;3;13;1;wüste;2;2;2,0
51;3;14;1;abstrakt;2;2;2,0
51;3;14;1;düster;3;3;3,0
51;3;14;1;grau;2;2;2,0
51;3;14;1;traurig;3;3;3,0
51;3;14;1;unnatürlich;2;2;2,0
51;3;15;1;dunkel;3;3;3,0
51;3;15;1;entspannt;3;3;3,0
51;3;15;1;erfreulich;3;3;3,0
51;3;15;1;nass;2;2;2,0
51;3;15;1;regnersich;3;3;3,0
51;3;15;1;romantisch;3;3;3,0
51;3;15;1;ruhe;3;3;3,0
51;3;16;1;aggressiv;3;3;3,0
51;3;16;1;beunruhigend;3;3;3,0
51;3;16;1;düster;3;3;3,0
51;3;16;1;harmonisch;3;3;3,0
51;3;16;1;schön;2;2;2,0
51;3;17;1;entspannung;3;3;3,0
51;3;17;1;geborgenheit;3;3;3,0
51;3;17;1;gemütlichkeit;3;3;3,0
51;3;17;1;meer;2;2;2,0
51;3;17;1;ruhe;3;3;3,0
51;3;17;1;urlaub;2;2;2,0
51;3;18;1;braun;2;2;2,0
51;3;18;1;dunkel;3;3;3,0
51;3;18;1;düster;3;3;3,0
51;3;18;1;gelb;2;2;2,0
51;3;18;1;gewitter;2;2;2,0
51;3;18;1;herbst;2;2;2,0
51;3;18;1;unruhe;3;3;3,0
55;4;1;0;archäologie;1;1;1,0
55;4;1;0;chaos;3;3;3,0
55;4;1;0;gelb;2;2;2,0
55;4;1;0;golden;2;2;2,0
55;4;1;0;grün;1;1;1,0
55;4;1;0;kästchen;2;2;2,0
55;4;1;0;rot;2;2;2,0
55;4;1;0;stadtplan;2;2;2,0
55;4;1;0;stadtplan;2;2;2,0
55;4;1;0;wald;2;2;2,0
55;4;2;0;abend;3;3;3,0
55;4;2;0;gemütlich;3;3;3,0
55;4;2;0;regen;2;2;2,0
55;4;2;0;regenschirm;2;2;2,0
55;4;3;0;dunkel;2;2;2,0
55;4;3;0;düster;3;3;3,0
55;4;3;0;eingesperrt;2;2;2,0
55;4;4;1;abend;2;2;2,0
55;4;4;1;meer;2;2;2,0
55;4;4;1;plätschern;2;2;2,0
55;4;4;1;ruhe;3;3;3,0
55;4;4;1;schönheit;2;2;2,0
55;4;4;1;see;2;2;2,0
55;4;4;1;sonnenuntergang;2;2;2,0
55;4;4;1;yachthafen;2;2;2,0
55;4;5;1;farbig;2;2;2,0
55;4;5;1;gefangen;3;3;3,0
55;4;5;1;herbst;2;2;2,0
55;4;5;1;steilwand;2;2;2,0
55;4;5;1;wand;2;2;2,0
55;4;6;1;apfelmännchen;1;2;1,5
55;4;6;1;bakterien;2;2;2,0
55;4;6;1;blutplättchen;2;2;2,0
55;4;6;1;braun;2;2;2,0
55;4;6;1;chaos;3;3;3,0
55;4;6;1;mikroskop;2;2;2,0
55;4;6;1;ocker;1;1;1,0
55;4;6;1;viren;2;2;2,0
55;4;7;1;liebe;3;3;3,0
55;4;7;1;sonne;2;2;2,0
55;4;7;1;verliebtsein;3;3;3,0
55;4;7;1;vertrautheit;3;3;3,0
55;4;7;1;wärme;3;3;3,0
55;4;7;1;wiese;2;2;2,0
55;4;7;1;zweisamkeit;2;2;2,0
55;4;8;1;beige;2;2;2,0
55;4;8;1;drinnen;2;1;1,5
55;4;8;1;einfarbig;2;2;2,0
55;4;8;1;langweilig;3;3;3,0
55;4;8;1;regnersich;3;3;3,0
55;4;8;1;sterne;2;2;2,0
55;4;9;1;glücklich;3;3;3,0
55;4;9;1;herbst;2;2;2,0
55;4;9;1;lichter;2;2;2,0
55;4;9;1;macke;1;1;1,0
55;4;9;1;nachmittag;2;2;2,0
55;4;9;1;regen;2;2;2,0
55;4;9;1;ruhe;3;3;3,0
55;4;9;1;stadt;2;2;2,0
55;4;9;1;verliebt;3;3;3,0
55;4;9;1;zuzweit;2;2;2,0
55;4;11;1;dorf;2;2;2,0
55;4;11;1;entfernt;2;2;2,0
55;4;11;1;kühl;3;3;3,0
55;4;11;1;meer;2;2;2,0
55;4;11;1;wasser;2;2;2,0
55;4;11;1;weit;2;2;2,0
55;4;12;1;asien;2;2;2,0
55;4;12;1;bunt;2;2;2,0
55;4;12;1;demut;3;3;3,0
55;4;12;1;glücklich;3;3;3,0
55;4;12;1;lieb;2;2;2,0
55;4;12;1;mädchen;2;2;2,0
55;4;12;1;rot;2;2;2,0
55;4;13;1;allein;3;3;3,0
55;4;13;1;geist;2;2;2,0
55;4;13;1;orange;2;2;2,0
55;4;13;1;schatten;2;2;2,0
55;4;13;1;trockenheit;2;2;2,0
55;4;13;1;vergänglichkeit;3;3;3,0
55;4;13;1;wüste;2;2;2,0
55;4;14;1;grau;2;2;2,0
55;4;14;1;kunst;2;2;2,0
55;4;14;1;langweilig;3;3;3,0
55;4;14;1;modern;2;2;2,0
55;4;14;1;ödnis;2;2;2,0
55;4;14;1;unverständnis;2;2;2,0
55;4;15;1;allein;3;3;3,0
55;4;15;1;dunkel;3;3;3,0
55;4;15;1;herbst;2;2;2,0
55;4;15;1;kalt;2;2;2,0
55;4;15;1;lichter;2;2;2,0
55;4;15;1;regen;2;2;2,0
55;4;15;1;stadt;2;2;2,0
55;4;16;1;handy;1;1;1,0
55;4;16;1;modern;2;2;2,0
55;4;16;1;rot;2;2;2,0
55;4;16;1;schnörkel;2;2;2,0
55;4;16;1;schwarz;2;2;2,0
55;4;16;1;weiß;2;2;2,0
55;4;16;1;xbeliebig;1;1;1,0
55;4;17;1;boote;2;2;2,0
55;4;17;1;mehr;1;1;1,0
55;4;17;1;natur;2;2;2,0
55;4;17;1;plätschern;2;2;2,0
55;4;17;1;schönheit;2;2;2,0
55;4;17;1;segeln;2;2;2,0
55;4;17;1;sonne;2;2;2,0
55;4;17;1;sonnenuntergang;2;2;2,0
55;4;17;1;wärme;2;3;2,5
55;4;17;1;wasser;2;2;2,0
55;4;18;1;absterbend;2;2;2,0
55;4;18;1;bäume;2;2;2,0
55;4;18;1;braun;1;1;1,0
55;4;18;1;herbst;2;2;2,0
55;4;18;1;moor;2;2;2,0
55;4;18;1;tod;2;2;2,0
55;4;18;1;vergessen;2;2;2,0
55;4;19;2;herbst;2;2;2,0
55;4;19;2;langweilig;3;3;3,0
55;4;19;2;modern;2;2;2,0
55;4;39;2;baumkrüppel;2;2;2,0
55;4;39;2;blut;2;2;2,0
55;4;39;2;brand;2;2;2,0
55;4;39;2;feuer;2;2;2,0
55;4;39;2;krieg;2;2;2,0
55;4;39;2;tod;2;2;2,0
55;4;39;2;verwüstung;2;2;2,0
55;4;59;2;bunt;2;2;2,0
55;4;59;2;fröhlich;3;3;3,0
55;4;59;2;modern;2;2;2,0
55;4;79;2;dunkel;3;3;3,0
55;4;79;2;krank;2;2;2,0
55;4;79;2;meeresboden;2;2;2,0
55;4;79;2;tod;2;2;2,0
55;4;79;2;verrottung;2;2;2,0
55;4;99;2;dunklegestalten;2;2;2,0
55;4;99;2;hell;3;3;3,0
55;4;99;2;modern;2;2;2,0
55;4;99;2;ringen;2;2;2,0
55;4;99;2;sonne;2;2;2,0
55;4;99;2;unglück;3;3;3,0
55;4;99;2;zwei;2;2;2,0
59;4;1;0;dunkel;3;3;3,0
59;4;1;0;düster;2;2;2,0
59;4;1;0;müde;3;3;3,0
59;4;1;0;schwarz;2;2;2,0
59;4;1;0;schwarz;2;2;2,0
59;4;1;0;traurig;3;3;3,0
59;4;1;0;unruhig;2;2;2,0
59;4;1;0;verlassen;2;2;2,0
59;4;2;0;bunt;2;2;2,0
59;4;2;0;stimmungsvoll;3;3;3,0
59;4;2;0;verregnet;2;2;2,0
59;4;2;0;wild;3;2;2,5
59;4;3;0;dunkel;2;2;2,0
59;4;3;0;trist;2;2;2,0
59;4;3;0;warm;2;2;2,0
59;4;4;1;atmosphäre;1;1;1,0
59;4;4;1;boote;2;2;2,0
59;4;4;1;romantisch;2;2;2,0
59;4;4;1;see;2;2;2,0
59;4;4;1;sommerabend;2;2;2,0
59;4;4;1;sonnenuntergang;2;2;2,0
59;4;4;1;stimmungsvoll;3;3;3,0
59;4;5;1;bäume;2;2;2,0
59;4;5;1;blätter;2;2;2,0
59;4;5;1;herbst;2;2;2,0
59;4;5;1;schiffchen;2;2;2,0
59;4;5;1;stimmung;1;1;1,0
59;4;5;1;weg;2;2;2,0
59;4;6;1;bunt;2;2;2,0
59;4;6;1;eier;2;2;2,0
59;4;6;1;grün;2;2;2,0
59;4;6;1;rundungen;2;2;2,0
59;4;6;1;schnecke;2;1;1,5
59;4;7;1;blätter;2;2;2,0
59;4;7;1;grün;2;2;2,0
59;4;7;1;helfen;2;2;2,0
59;4;7;1;hilfe;2;2;2,0
59;4;7;1;menschen;2;2;2,0
59;4;7;1;nächstenliebe;2;3;2,5
59;4;7;1;unfall;2;2;2,0
59;4;8;1;fallen;2;2;2,0
59;4;8;1;grau;2;2;2,0
59;4;8;1;schnee;2;2;2,0
59;4;8;1;stäbe;2;2;2,0
59;4;9;1;allee;2;2;2,0
59;4;9;1;blätter;2;2;2,0
59;4;9;1;bunt;2;2;2,0
59;4;9;1;herbst;2;2;2,0
59;4;9;1;nass;2;2;2,0
59;4;9;1;pärchen;2;2;2,0
59;4;9;1;regen;2;2;2,0
59;4;10;1;allee;2;2;2,0
59;4;10;1;bäumlinge;2;2;2,0
59;4;10;1;herbst;2;2;2,0
59;4;10;1;pärchen;2;2;2,0
59;4;10;1;regen;2;2;2,0
59;4;11;1;häuserfronten;2;2;2,0
59;4;11;1;himmel;2;2;2,0
59;4;11;1;meer;2;2;2,0
59;4;12;1;anime;2;2;2,0
59;4;12;1;bunt;2;2;2,0
59;4;12;1;farbenfroh;2;2;2,0
59;4;12;1;frau;2;2;2,0
59;4;12;1;japanisch;2;2;2,0
59;4;12;1;verspielt;3;3;3,0
59;4;13;1;geheimnisvoll;3;3;3,0
59;4;13;1;orange;2;2;2,0
59;4;13;1;person;2;2;2,0
59;4;13;1;rot;2;2;2,0
59;4;13;1;schichten;2;2;2,0
59;4;13;1;verschwommen;2;2;2,0
59;4;14;1;farbakzente;2;2;2,0
59;4;14;1;gelb;2;2;2,0
59;4;14;1;grau;2;2;2,0
59;4;14;1;stäbe;2;2;2,0
59;4;15;1;allee;2;2;2,0
59;4;15;1;farbenfroh;2;2;2,0
59;4;15;1;herbst;2;2;2,0
59;4;15;1;laternen;2;2;2,0
59;4;15;1;menschen;2;2;2,0
59;4;15;1;nass;2;2;2,0
59;4;15;1;regen;2;2;2,0
59;4;15;1;stimmungsvoll;3;3;3,0
59;4;16;1;freundlich;3;2;2,5
59;4;16;1;geschwungen;2;2;2,0
59;4;16;1;grazil;2;2;2,0
59;4;16;1;linien;2;2;2,0
59;4;16;1;rot;2;2;2,0
59;4;17;1;meer;2;2;2,0
59;4;17;1;romantisch;2;2;2,0
59;4;17;1;segeln;2;2;2,0
59;4;17;1;sonne;2;2;2,0
59;4;17;1;sonnenuntergang;2;2;2,0
59;4;17;1;stimmungsvoll;3;3;3,0
59;4;17;1;szenerie;2;2;2,0
59;4;18;1;bäume;2;2;2,0
59;4;18;1;braun;2;2;2,0
59;4;18;1;farben;2;2;2,0
59;4;18;1;herbstlich;3;3;3,0
59;4;18;1;rund;2;2;2,0
61;3;1;0;feindselig;3;3;3,0
61;3;1;0;feindselig;3;3;3,0
61;3;1;0;unruhig;2;2;2,0
61;3;1;0;unruhig;2;2;2,0
61;3;1;0;unsicher;3;2;2,5
61;3;2;0;alt;1;1;1,0
61;3;2;0;entspannt;3;3;3,0
61;3;2;0;ruhig;2;2;2,0
61;3;2;0;zeitlos;2;2;2,0
61;3;3;0;anarchisch;2;2;2,0
61;3;3;0;chaotisch;3;3;3,0
61;3;3;0;verlassen;3;3;3,0
61;3;4;1;entspannt;3;3;3,0
61;3;4;1;friedvoll;3;3;3,0
61;3;4;1;gelassen;3;3;3,0
61;3;4;1;zeitlos;3;2;2,5
61;3;5;1;sumpfig;2;2;2,0
61;3;5;1;verlassen;3;3;3,0
61;3;6;1;angespannt;3;3;3,0
61;3;6;1;chaotisch;3;3;3,0
61;3;7;1;adam;1;1;1,0
61;3;7;1;eva;1;1;1,0
61;3;7;1;primitiv;2;2;2,0
61;3;8;1;gelassen;3;3;3,0
61;3;8;1;regnersich;3;3;3,0
61;3;8;1;ruhig;3;3;3,0
61;3;9;1;duft;2;2;2,0
61;3;9;1;einsam;3;3;3,0
61;3;9;1;friedvoll;3;3;3,0
61;3;9;1;nass;2;2;2,0
61;3;9;1;ruhig;3;3;3,0
61;3;9;1;stresslos;3;3;3,0
61;3;10;1;bedrohlich;3;3;3,0
61;3;10;1;einsam;3;3;3,0
61;3;10;1;kalt;3;3;3,0
61;3;10;1;müde;3;3;3,0
61;3;10;1;nass;2;2;2,0
61;3;10;1;verlassen;3;3;3,0
61;3;11;1;bedrückend;3;3;3,0
61;3;11;1;gefährlich;3;3;3,0
61;3;11;1;unruhig;3;3;3,0
61;3;12;1;asiatisch;2;2;2,0
61;3;12;1;einsam;3;3;3,0
61;3;12;1;würdevoll;3;2;2,5
61;3;13;1;bedrückend;3;3;3,0
61;3;13;1;einsam;3;3;3,0
61;3;13;1;heiß;3;3;3,0
61;3;13;1;warm;2;2;2,0
61;3;14;1;modern;2;2;2,0
61;3;14;1;technisch;2;2;2,0
61;3;15;1;einsam;3;3;3,0
61;3;15;1;friedvoll;3;3;3,0
61;3;15;1;müde;3;3;3,0
61;3;15;1;nass;2;2;2,0
61;3;15;1;ruhig;3;3;3,0
61;3;16;1;entspannt;3;3;3,0
61;3;16;1;kontrast;2;2;2,0
61;3;16;1;ruhig;3;3;3,0
61;3;17;1;entspannt;3;3;3,0
61;3;17;1;gelassen;3;3;3,0
61;3;17;1;ruhig;3;3;3,0
61;3;18;1;herbstlich;3;3;3,0
61;3;18;1;ruhig;3;3;3,0
61;3;18;1;sterbend;2;2;2,0
61;3;18;1;tot;2;2;2,0
63;1;1;0;blätter;2;2;2,0
63;1;1;0;hell;3;3;3,0
63;1;1;0;kerzen;2;2;2,0
63;1;1;0;licht;2;2;2,0
63;1;1;0;sonne;2;2;2,0
63;1;1;0;tee;1;1;1,0
63;1;2;0;abend;3;3;3,0
63;1;2;0;anzug;2;2;2,0
63;1;2;0;dunkel;2;2;2,0
63;1;2;0;kleid;2;2;2,0
63;1;2;0;lampen;2;2;2,0
63;1;2;0;nacht;2;2;2,0
63;1;2;0;nass;2;2;2,0
63;1;2;0;pärchen;2;2;2,0
63;1;2;0;regen;2;2;2,0
63;1;2;0;regenschirm;2;2;2,0
63;1;2;0;romantik;3;3;3,0
63;1;2;0;straße;2;2;2,0
63;1;2;0;straßenlaterne;2;2;2,0
63;1;3;0;abgeblättert;2;2;2,0
63;1;3;0;alt;2;2;2,0
63;1;3;0;ausgebleicht;2;2;2,0
63;1;3;0;blut;2;2;2,0
63;1;3;0;dunkel;2;2;2,0
63;1;3;0;nachricht;2;2;2,0
63;1;3;0;text;2;2;2,0
63;1;3;0;verbraucht;2;2;2,0
63;1;3;0;verschmiert;2;1;1,5
63;1;4;1;entspannung;3;3;3,0
63;1;4;1;freiheit;3;3;3,0
63;1;4;1;frieden;3;3;3,0
63;1;4;1;gelassenheit;3;3;3,0
63;1;4;1;gemütlich;3;3;3,0
63;1;4;1;meer;2;2;2,0
63;1;4;1;ruhe;3;3;3,0
63;1;4;1;segelboot;2;2;2,0
63;1;4;1;sonnenuntergang;2;2;2,0
63;1;5;1;bäume;2;2;2,0
63;1;5;1;grün;2;2;2,0
63;1;5;1;laub;2;2;2,0
63;1;5;1;matsch;2;2;2,0
63;1;6;1;bakterien;2;2;2,0
63;1;6;1;grün;2;2;2,0
63;1;6;1;krankheit;2;2;2,0
63;1;7;1;geborgenheit;3;3;3,0
63;1;7;1;herbst;2;2;2,0
63;1;7;1;pfad;2;2;2,0
63;1;7;1;pflege;2;2;2,0
63;1;7;1;wiese;2;2;2,0
63;1;8;1;alt;2;1;1,5
63;1;8;1;dreckig;2;2;2,0
63;1;8;1;fenster;2;2;2,0
63;1;8;1;frost;2;2;2,0
63;1;8;1;grau;2;2;2,0
63;1;8;1;hell;3;3;3,0
63;1;8;1;regentropen;2;2;2,0
63;1;8;1;streifen;2;1;1,5
63;1;9;1;abend;2;2;2,0
63;1;9;1;bäume;2;2;2,0
63;1;9;1;date;2;2;2,0
63;1;9;1;herbst;2;2;2,0
63;1;9;1;pärchen;2;2;2,0
63;1;9;1;regen;2;2;2,0
63;1;9;1;romantisch;2;2;2,0
63;1;9;1;schön;3;3;3,0
63;1;9;1;straßenlaterne;2;2;2,0
63;1;9;1;warm;2;2;2,0
63;1;10;1;abend;2;2;2,0
63;1;10;1;allee;2;2;2,0
63;1;10;1;bunt;3;2;2,5
63;1;10;1;herbst;2;2;2,0
63;1;10;1;nacht;2;2;2,0
63;1;10;1;nebelig;3;2;2,5
63;1;10;1;pärchen;2;2;2,0
63;1;10;1;romantik;3;3;3,0
63;1;10;1;schön;3;3;3,0
63;1;11;1;beunruhigend;3;3;3,0
63;1;11;1;häuser;2;2;2,0
63;1;11;1;sturm;2;2;2,0
63;1;12;1;asien;2;2;2,0
63;1;12;1;besinnlich;3;3;3,0
63;1;12;1;bunt;2;2;2,0
63;1;12;1;fisch;2;2;2,0
63;1;12;1;fröhlich;3;3;3,0
63;1;12;1;geisha;2;2;2,0
63;1;12;1;koi;2;2;2,0
63;1;12;1;mystisch;3;3;3,0
63;1;13;1;gefährlich;3;3;3,0
63;1;13;1;heiß;3;3;3,0
63;1;13;1;sand;2;2;2,0
63;1;13;1;tod;2;2;2,0
63;1;13;1;verdursten;2;2;2,0
63;1;13;1;vergessen;2;2;2,0
63;1;13;1;verloren;3;3;3,0
63;1;13;1;warm;2;2;2,0
63;1;13;1;wüste;2;2;2,0
63;1;14;1;düster;3;3;3,0
63;1;14;1;eckig;2;2;2,0
63;1;14;1;grau;2;2;2,0
63;1;14;1;trist;3;3;3,0
